Biology Sample - Details,,,,,,,,,,,,,,,,,,,,,,,,
Lampung TEST - 2019,,,,,,,,,,,,,,,,,,,,,,,,
As of 19/09/2019 13:10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
sample_date_time,monitor,vessel,location,first_receiver,species,scientific_name,code,berried_type,carapace_width,gonad_maturity_type,sex_type,weight,comments,create_date_time,created_by,update_date_time,updated_by,submit_date_time,validated,validation_date_time,validated_by,validation_comments,id,measurement_id
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,10.2,Not applicable,Male,64,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,2a429453-c499-40c5-af16-d7914d864950
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"11,9",Not applicable,Male,114,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,9dc91834-98c9-4515-8046-7d8735fd3473
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"11,9",Mature,Female,104,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,95b3275d-d3f4-4490-9e37-d5d0b29dddb3
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,8.3,Not applicable,Male,35,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,27411a64-f274-4b47-b49a-9f37010ac052
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"10,9",Mature,Female,74,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,0e9b46e4-f0af-4a05-94ea-4116a6eb2715
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,11,Not applicable,Male,79,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,38f99a22-523f-482d-8a2c-48ae18e20091
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,13,Not applicable,Male,167,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,63c27763-123a-47e1-9005-d8df3902f2c2
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,10,Not applicable,Male,68,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,1a62055d-89f9-48ac-9e4d-3be1fe0676c1
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"9,7",Not applicable,Male,53,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,c0d812ee-e1ff-43a4-bd29-3af45e2151a8
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"14,2",Not applicable,Male,275,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,436a8b20-114d-496b-b1bd-843c85fdf314
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"10,4",Not applicable,Male,74,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,90c425ce-045c-4c21-b510-faf499909019
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,11,Not applicable,Male,98,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,250a5929-4d67-4459-a598-98b03513ced1
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,12.5,Unknown,Female,99,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,940b0a9e-de8c-4fbc-ae21-bed5bf6befc5
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,10.5,Not applicable,Male,69,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,b6f68d75-9398-4af5-ab12-47101125531a
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Yes,10,Immature,Female,74,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,fd5f35e7-59b1-4274-86e9-50e8609b75db
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,9.7,Not applicable,Male,49,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,76b40243-db0e-40e8-9276-0ee916efa05b
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,11.6,Not applicable,Male,106,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,50bc1236-3194-455e-8afb-0518134f5f0b
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,9.1,Unknown,Female,47,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,3de52205-5336-4203-b316-e3477e490cf1
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,10.5,Not applicable,Male,78,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,86fc4b91-66b3-4dae-a04a-a7c1119b67d9
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,9.7,Not applicable,Male,54,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,33e7a197-b248-434d-bc45-77c6dc065f84
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"15,2",Not applicable,Male,282,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,4df5e199-73a6-4689-8d75-222b44141320
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"10,6",Not applicable,Male,86,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,f43853b4-d6d0-407b-a685-cef6ff0f72a9
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Yes,12,Unknown,Female,131,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,3cc1cdb7-1a56-4d4e-8177-770daad26cb5
9/8/2019 13:00,Yadi Monitor,MGM - O,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,13.8,Not applicable,Male,217,,9/11/2019 9:48,Yadi Monitor,9/11/2019 9:49,Yadi Monitor,9/11/2019 10:17,FALSE,,,,eba3b131-c6fa-436b-835a-759b11494e03,98cc0fa6-75ee-46de-aa50-00662e7b1ba7
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"11,8",Mature,Female,99,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,c4ee9e86-72cd-41cf-8374-69229570b268
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"12,2",Mature,Female,102,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,f13c7c35-d55b-4be8-980b-f3a08837c935
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,10.7,Not applicable,Male,82,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,98db0195-4286-466d-bca3-5488c25d41a5
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Yes,13,Unknown,Female,160,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,5519cc70-a543-4866-84ad-2aa146fdb711
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"11,5",Not applicable,Male,118,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,7ba6b323-8060-4af9-ba7b-ce4239a59167
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,12,Not applicable,Male,121,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,77d0b6bb-2b09-4399-8ed5-d0b424e65b29
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,13,Not applicable,Male,153,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,d8769ae9-2f0c-4954-a0c6-8b75bf3f28b4
9/8/2019 13:00,Yadi Monitor,MGM - O,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,12,Not applicable,Male,105,,9/11/2019 9:48,Yadi Monitor,9/11/2019 9:49,Yadi Monitor,9/11/2019 10:17,FALSE,,,,eba3b131-c6fa-436b-835a-759b11494e03,2998184c-13c9-4f52-ac51-399cd2df19a9
9/8/2019 13:00,Yadi Monitor,MGM - O,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,11.9,Unknown,Female,99,,9/11/2019 9:48,Yadi Monitor,9/11/2019 9:49,Yadi Monitor,9/11/2019 10:17,FALSE,,,,eba3b131-c6fa-436b-835a-759b11494e03,d8ba4c2a-4072-4367-bef0-3ea8067c72dc
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"13,5",Not applicable,Male,160,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,dea1849a-cdd3-44e7-a424-63f8c084f44a
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"12,8",Mature,Female,125,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,55f125c5-2bd8-4f04-a588-8bb9cf06451c
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"13,1",Mature,Female,124,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,c4bf088e-d1c2-40d4-8816-b4a82f54f9ff
9/8/2019 13:00,Yadi Monitor,MGM - O,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,11.8,Not applicable,Male,123,,9/11/2019 9:48,Yadi Monitor,9/11/2019 9:49,Yadi Monitor,9/11/2019 10:17,FALSE,,,,eba3b131-c6fa-436b-835a-759b11494e03,3e9ff48e-ed2b-4dd0-ba51-b4ecddcce85f
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"10,8",Mature,Female,68,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,b0c0c4c3-415c-4647-a86f-82a438d7cb41
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,10.1,Unknown,Female,56,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,ef3e52d2-a874-4142-83b9-b8fdf52b42b6
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"14,4",Not applicable,Male,218,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,516c9679-5910-474d-a519-04ef64f4cdd1
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"10,3",Not applicable,Male,71,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,bad6893b-15e2-4cc1-a543-6d56b6d3e2a1
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"11,2",Not applicable,Male,102,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,7a0075e0-0a62-4b8d-8728-e7561b1bc66a
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"11,6",Not applicable,Male,116,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,ac841953-b0da-482a-b146-8696e950be3a
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"12,4",Mature,Female,127,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,e7d28a4e-d9ec-433c-8bd2-a73e6e4304a1
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"12,8",Not applicable,Male,147,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,829cae04-b862-4d8f-845a-14fdcce23b73
9/8/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"15,3",Not applicable,Male,335,,9/11/2019 9:48,Arbi Monitor,9/11/2019 9:49,Arbi Monitor,9/11/2019 10:18,FALSE,,,,a8ef80c9-68d1-4891-82a2-cfb73d416897,0b2ab23f-e39f-4580-b651-c23929e29a0e
9/8/2019 13:00,Arbi Monitor,MGM - D,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"12,1",Not applicable,Male,107,,9/11/2019 9:53,Arbi Monitor,9/11/2019 9:53,Arbi Monitor,9/11/2019 10:18,FALSE,,,,1495df39-6774-433d-84b3-78caa0e5ae90,4a68ef2f-fb73-4efa-a273-8f7c5e9e353a
9/8/2019 13:00,Yadi Monitor,MGM - C,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,11.1,Not applicable,Male,85,,9/11/2019 9:42,Yadi Monitor,9/11/2019 9:43,Yadi Monitor,9/11/2019 10:17,FALSE,,,,09ab2154-78de-4c43-b831-c5dc8de29418,e32a8a77-b502-436e-b86c-03a9c7f0c3e3
9/8/2019 13:00,Yadi Monitor,MGM - O,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,14,Not applicable,Male,221,,9/11/2019 9:48,Yadi Monitor,9/11/2019 9:49,Yadi Monitor,9/11/2019 10:17,FALSE,,,,eba3b131-c6fa-436b-835a-759b11494e03,b09ac1a9-4c28-4feb-8334-57c7f5a97000
9/7/2019 13:00,Arbi Monitor,MGM - H,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,12,Not applicable,Male,156,,9/11/2019 9:27,Arbi Monitor,9/11/2019 9:27,Arbi Monitor,9/11/2019 10:18,FALSE,,,,ec1038ee-abb3-4fb5-91d9-45f8f9ef8b50,b5f861fd-3cfd-442c-a756-a8e0b2593825
9/7/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"11,8",Not applicable,Male,111,,9/11/2019 9:31,Arbi Monitor,9/11/2019 9:32,Arbi Monitor,9/11/2019 10:18,FALSE,,,,b29377c2-e76f-41b8-88e8-2100285399e0,71a83f21-28ee-483c-b2d1-34a5907817f4
9/7/2019 13:00,Yadi Monitor,MGM - P1,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,9.6,Not applicable,Male,55,,9/11/2019 9:33,Yadi Monitor,9/11/2019 9:33,Yadi Monitor,9/11/2019 10:17,FALSE,,,,bb3c70a2-bf6c-4213-ae62-298c986736d2,b22e7a54-df33-4f97-8ea8-59171d13cb77
9/7/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"9,8",Not applicable,Male,63,,9/11/2019 9:31,Arbi Monitor,9/11/2019 9:32,Arbi Monitor,9/11/2019 10:18,FALSE,,,,b29377c2-e76f-41b8-88e8-2100285399e0,8224d930-bfce-4da1-9847-7c337bc5c30f
9/7/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"12,5",Not applicable,Male,147,,9/11/2019 9:31,Arbi Monitor,9/11/2019 9:32,Arbi Monitor,9/11/2019 10:18,FALSE,,,,b29377c2-e76f-41b8-88e8-2100285399e0,8fa7d2b3-c39a-4a04-8ad0-72b9f2c9952f
9/7/2019 13:00,Yadi Monitor,MGM - M,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,12.3,Not applicable,Male,131,,9/11/2019 9:22,Yadi Monitor,9/11/2019 9:23,Yadi Monitor,9/11/2019 10:17,FALSE,,,,a117b79a-6a99-49d8-bb73-12e31c75e4c2,d58e761a-9ae7-4386-be30-12d2c46fa406
9/7/2019 13:00,Yadi Monitor,MGM - M,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,13.7,Not applicable,Male,199,,9/11/2019 9:22,Yadi Monitor,9/11/2019 9:23,Yadi Monitor,9/11/2019 10:17,FALSE,,,,a117b79a-6a99-49d8-bb73-12e31c75e4c2,668dc093-d96b-4f1c-b3e8-3676f680620f
9/7/2019 13:00,Yadi Monitor,MGM - M,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,12.4,Not applicable,Male,134,,9/11/2019 9:22,Yadi Monitor,9/11/2019 9:23,Yadi Monitor,9/11/2019 10:17,FALSE,,,,a117b79a-6a99-49d8-bb73-12e31c75e4c2,fb5fe83b-94bf-4b6e-8331-90de2df0ded8
9/7/2019 13:00,Yadi Monitor,MGM - P1,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,12.5,Not applicable,Male,130,,9/11/2019 9:33,Yadi Monitor,9/11/2019 9:33,Yadi Monitor,9/11/2019 10:17,FALSE,,,,bb3c70a2-bf6c-4213-ae62-298c986736d2,d4ae0dcd-0921-4b56-a655-48440de279fb
9/7/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,11,Mature,Female,75,,9/11/2019 9:31,Arbi Monitor,9/11/2019 9:32,Arbi Monitor,9/11/2019 10:18,FALSE,,,,b29377c2-e76f-41b8-88e8-2100285399e0,6b8baa9f-e71c-460d-bcc0-c4403dd45009
9/7/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,11,Mature,Female,76,,9/11/2019 9:31,Arbi Monitor,9/11/2019 9:32,Arbi Monitor,9/11/2019 10:18,FALSE,,,,b29377c2-e76f-41b8-88e8-2100285399e0,3c1c6493-5439-4182-87ec-e56ff89cbd48
9/7/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"10,9",Mature,Female,74,,9/11/2019 9:31,Arbi Monitor,9/11/2019 9:32,Arbi Monitor,9/11/2019 10:18,FALSE,,,,b29377c2-e76f-41b8-88e8-2100285399e0,293a504c-0ac8-4695-b7be-bdc611318bde
9/7/2019 13:00,Yadi Monitor,MGM - M,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,12.4,Not applicable,Male,134,,9/11/2019 9:22,Yadi Monitor,9/11/2019 9:23,Yadi Monitor,9/11/2019 10:17,FALSE,,,,a117b79a-6a99-49d8-bb73-12e31c75e4c2,69527c18-4ddd-43f6-9d6e-a3df44ff3aa6
9/7/2019 13:00,Yadi Monitor,MGM - M,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,11.1,Not applicable,Male,103,,9/11/2019 9:22,Yadi Monitor,9/11/2019 9:23,Yadi Monitor,9/11/2019 10:17,FALSE,,,,a117b79a-6a99-49d8-bb73-12e31c75e4c2,90949c73-ea02-40d3-9750-f794cb9f879d
9/7/2019 13:00,Yadi Monitor,MGM - P1,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,13,Not applicable,Male,169,,9/11/2019 9:33,Yadi Monitor,9/11/2019 9:33,Yadi Monitor,9/11/2019 10:17,FALSE,,,,bb3c70a2-bf6c-4213-ae62-298c986736d2,3bae6d8b-5b9f-4a3d-9679-59d3b512b11c
9/7/2019 13:00,Yadi Monitor,MGM - M,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,12.2,Unknown,Female,98,,9/11/2019 9:22,Yadi Monitor,9/11/2019 9:23,Yadi Monitor,9/11/2019 10:17,FALSE,,,,a117b79a-6a99-49d8-bb73-12e31c75e4c2,fb49fe80-44be-41a7-956a-8e99a6c925d4
9/7/2019 13:00,Arbi Monitor,MGM - H,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"11,5",Mature,Female,80,,9/11/2019 9:27,Arbi Monitor,9/11/2019 9:27,Arbi Monitor,9/11/2019 10:18,FALSE,,,,ec1038ee-abb3-4fb5-91d9-45f8f9ef8b50,7a3fac7d-eb59-4dbf-a246-77502c4abe1c
9/7/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"12,6",Mature,Female,111,,9/11/2019 9:31,Arbi Monitor,9/11/2019 9:32,Arbi Monitor,9/11/2019 10:18,FALSE,,,,b29377c2-e76f-41b8-88e8-2100285399e0,a1c5cc42-fbbe-4c68-ab6c-b27eb472300f
9/7/2019 13:00,Yadi Monitor,MGM - M,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,11.6,Not applicable,Male,125,,9/11/2019 9:22,Yadi Monitor,9/11/2019 9:23,Yadi Monitor,9/11/2019 10:17,FALSE,,,,a117b79a-6a99-49d8-bb73-12e31c75e4c2,a04521b0-921f-46c7-9077-d47139c40cfa
9/7/2019 13:00,Yadi Monitor,MGM - M,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,Not applicable,13.3,Not applicable,Male,170,,9/11/2019 9:22,Yadi Monitor,9/11/2019 9:23,Yadi Monitor,9/11/2019 10:17,FALSE,,,,a117b79a-6a99-49d8-bb73-12e31c75e4c2,6afa5309-0393-4acc-b4dd-03a86b3b6afb
9/7/2019 13:00,Yadi Monitor,MGM - M,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,10.5,Unknown,Female,80,,9/11/2019 9:22,Yadi Monitor,9/11/2019 9:23,Yadi Monitor,9/11/2019 10:17,FALSE,,,,a117b79a-6a99-49d8-bb73-12e31c75e4c2,7d6f2559-969a-4dd5-bf13-e3c4658d02cb
9/7/2019 13:00,Arbi Monitor,MGM - U,MGM,First Receiver/Buyer,Blue swimming crab,Portunus pelagicus,,No,"9,3",Not applicable,Male,54,,9/11/2019 9:31,Arbi Monitor,9/11/2019 9:32,Arbi Monitor,9/11/2019 10:18,FALSE,,,,b29377c2-e76f-41b8-88e8-2100285399e0,c8b9ec47-43af-4662-b166-cde7fa016320
